DEBUG 2018-10-12 01:23:22,722 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Sessions.Dto.UserLoginInfoDto
DEBUG 2018-10-12 01:23:22,722 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.CreateRoleDto
DEBUG 2018-10-12 01:23:22,722 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.PermissionDto
DEBUG 2018-10-12 01:23:22,722 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.RoleDto
DEBUG 2018-10-12 01:23:22,723 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.MultiTenancy.Dto.CreateTenantDto
DEBUG 2018-10-12 01:23:22,724 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.MultiTenancy.Dto.TenantDto
INFO  2018-10-12 01:23:30,019 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:21021/  0
INFO  2018-10-12 01:23:30,019 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2018-10-12 01:23:30,132 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 118.9324ms 200 
WARN  2018-10-12 01:23:30,263 [12   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:23:30,266 [12   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
WARN  2018-10-12 01:23:30,955 [12   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:23:30,960 [12   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:23:31,057 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 974.3952ms 404 
INFO  2018-10-12 01:24:46,802 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
WARN  2018-10-12 01:24:46,825 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:24:46,829 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:24:46,876 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 115.8624ms 200 text/html
INFO  2018-10-12 01:24:46,910 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
WARN  2018-10-12 01:24:46,912 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:24:46,914 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:24:46,937 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2018-10-12 01:24:46,944 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 32.9611ms 304 text/css
INFO  2018-10-12 01:24:47,519 [19   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2018-10-12 01:24:47,522 [17   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
WARN  2018-10-12 01:24:47,525 [19   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:24:47,527 [17   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:24:47,531 [19   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
WARN  2018-10-12 01:24:47,536 [17   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:24:47,538 [19   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2018-10-12 01:24:47,542 [19   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 24.7782ms 304 application/javascript
INFO  2018-10-12 01:24:47,547 [17   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2018-10-12 01:24:47,562 [17   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 32.3713ms 304 application/javascript
INFO  2018-10-12 01:24:48,086 [17   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
WARN  2018-10-12 01:24:48,091 [17   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:24:48,116 [17   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:24:48,496 [17   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 410.2764ms 200 application/json;charset=utf-8
DEBUG 2018-10-12 01:26:20,057 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2018-10-12 01:26:20,167 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2018-10-12 01:26:20,188 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: EricABP.Web.Host.Startup.EricABPWebHostModule, EricABP.Web.Host, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,191 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: EricABP.EricABPWebCoreModule, EricABP.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,191 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: EricABP.EricABPApplicationModule, EricABP.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,192 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: EricABP.EricABPCoreModule, EricABP.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,192 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,193 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,193 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,194 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,194 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: EricABP.EntityFrameworkCore.EricABPEntityFrameworkModule, EricABP.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,194 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,194 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,195 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,195 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,195 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,196 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=3.8.3.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:20,200 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2018-10-12 01:26:20,294 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-10-12 01:26:20,294 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-10-12 01:26:20,294 [1    ] o.Configuration.LanguageManagementConfig - Converted EricABP (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-10-12 01:26:20,294 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2018-10-12 01:26:20,706 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: EricABP.EntityFrameworkCore.EricABPDbContext, EricABP.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2018-10-12 01:26:22,005 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2018-10-12 01:26:22,274 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2018-10-12 01:26:22,337 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2018-10-12 01:26:22,376 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: EricABP
DEBUG 2018-10-12 01:26:22,419 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2018-10-12 01:26:22,632 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Abp.BackgroundJobs.BackgroundJobManager
DEBUG 2018-10-12 01:26:22,691 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2018-10-12 01:26:22,691 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2018-10-12 01:26:22,700 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Users.Dto.CreateUserDto
DEBUG 2018-10-12 01:26:22,700 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Users.Dto.UserDto
DEBUG 2018-10-12 01:26:22,701 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Sessions.Dto.TenantLoginInfoDto
DEBUG 2018-10-12 01:26:22,701 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Sessions.Dto.UserLoginInfoDto
DEBUG 2018-10-12 01:26:22,701 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.CreateRoleDto
DEBUG 2018-10-12 01:26:22,701 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.PermissionDto
DEBUG 2018-10-12 01:26:22,701 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.Roles.Dto.RoleDto
DEBUG 2018-10-12 01:26:22,702 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.MultiTenancy.Dto.CreateTenantDto
DEBUG 2018-10-12 01:26:22,702 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - EricABP.MultiTenancy.Dto.TenantDto
INFO  2018-10-12 01:26:32,158 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2018-10-12 01:26:32,158 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2018-10-12 01:26:32,158 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:21021/  0
INFO  2018-10-12 01:26:32,158 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2018-10-12 01:26:32,292 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 152.0895ms 200 
WARN  2018-10-12 01:26:32,427 [7    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,427 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,427 [11   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,431 [11   ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,433 [6    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,434 [7    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,890 [7    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported cultures 'zh-CN'.
WARN  2018-10-12 01:26:32,893 [7    ] calization.RequestLocalizationMiddleware - CookieRequestCultureProvider returned the following unsupported UI Cultures 'zh-CN'.
INFO  2018-10-12 01:26:32,911 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 774.9311ms 404 
INFO  2018-10-12 01:26:32,930 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 794.8039ms 200 text/html
INFO  2018-10-12 01:26:32,932 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 794.7865ms 200 text/html
